transaction_id,Month Name,Day Name,Hour,Month,Day of Week
143339,June,Sunday,12,6,6
143417,June,Sunday,13,6,6
143441,June,Sunday,14,6,6
144542,June,Monday,12,6,0
144561,June,Monday,13,6,0
144726,June,Monday,15,6,0
144985,June,Monday,19,6,0
145071,June,Tuesday,7,6,1
145512,June,Tuesday,10,6,1
145709,June,Tuesday,11,6,1
146213,June,Tuesday,18,6,1
146724,June,Wednesday,12,6,2
146940,June,Wednesday,14,6,2
146973,June,Wednesday,15,6,2
146985,June,Wednesday,15,6,2
147204,June,Wednesday,17,6,2
147440,June,Thursday,8,6,3
147836,June,Thursday,13,6,3
148007,June,Thursday,15,6,3
148034,June,Thursday,15,6,3
148125,June,Thursday,16,6,3
148286,June,Thursday,18,6,3
148866,June,Friday,10,6,4
149097,June,Friday,12,6,4
149219,June,Friday,14,6,4
149333,June,Friday,17,6,4
149404,June,Friday,18,6,4
80627,May,Monday,11,5,0
80716,May,Monday,11,5,0
80956,May,Monday,14,5,0
80995,May,Monday,14,5,0
81067,May,Monday,15,5,0
81320,May,Monday,18,5,0
81687,May,Tuesday,11,5,1
81706,May,Tuesday,11,5,1
81756,May,Tuesday,12,5,1
82042,May,Tuesday,15,5,1
82122,May,Tuesday,15,5,1
82210,May,Tuesday,16,5,1
82324,May,Tuesday,17,5,1
82352,May,Tuesday,18,5,1
82434,May,Tuesday,19,5,1
82464,May,Tuesday,19,5,1
82772,May,Wednesday,11,5,2
82852,May,Wednesday,12,5,2
83144,May,Wednesday,15,5,2
83217,May,Wednesday,16,5,2
83308,May,Wednesday,16,5,2
83480,May,Wednesday,18,5,2
83920,May,Thursday,12,5,3
84161,May,Thursday,14,5,3
84287,May,Thursday,16,5,3
84504,May,Thursday,18,5,3
85297,May,Friday,15,5,4
85309,May,Friday,15,5,4
85322,May,Friday,16,5,4
85486,May,Friday,17,5,4
85633,May,Friday,19,5,4
85993,May,Saturday,12,5,5
86133,May,Saturday,14,5,5
86245,May,Saturday,15,5,5
86339,May,Saturday,16,5,5
86350,May,Saturday,16,5,5
86475,May,Saturday,17,5,5
86722,May,Sunday,7,5,6
86765,May,Sunday,7,5,6
86778,May,Sunday,7,5,6
87216,May,Sunday,10,5,6
87545,May,Sunday,16,5,6
87671,May,Sunday,19,5,6
88930,May,Tuesday,7,5,1
89431,May,Tuesday,10,5,1
89696,May,Tuesday,13,5,1
89723,May,Tuesday,14,5,1
89789,May,Tuesday,15,5,1
91102,May,Wednesday,18,5,2
92103,May,Thursday,16,5,3
92208,May,Thursday,19,5,3
92715,May,Friday,10,5,4
93350,May,Saturday,7,5,5
93934,May,Saturday,10,5,5
93987,May,Saturday,11,5,5
94150,May,Saturday,14,5,5
94273,May,Saturday,16,5,5
94368,May,Saturday,19,5,5
94763,May,Sunday,9,5,6
95205,May,Sunday,13,5,6
95238,May,Sunday,13,5,6
95615,May,Monday,7,5,0
95778,May,Monday,8,5,0
95859,May,Monday,9,5,0
95923,May,Monday,9,5,0
96256,May,Monday,11,5,0
96354,May,Monday,13,5,0
96846,May,Tuesday,7,5,1
96869,May,Tuesday,8,5,1
97222,May,Tuesday,10,5,1
97242,May,Tuesday,10,5,1
97373,May,Tuesday,11,5,1
97491,May,Tuesday,13,5,1
97612,May,Tuesday,15,5,1
97681,May,Tuesday,16,5,1
97842,May,Tuesday,19,5,1
97853,May,Tuesday,19,5,1
98140,May,Wednesday,8,5,2
98686,May,Wednesday,14,5,2
99270,May,Thursday,9,5,3
99321,May,Thursday,9,5,3
99547,May,Thursday,10,5,3
99632,May,Thursday,11,5,3
100241,May,Friday,7,5,4
100305,May,Friday,7,5,4
100425,May,Friday,8,5,4
100500,May,Friday,9,5,4
100536,May,Friday,9,5,4
100571,May,Friday,9,5,4
100700,May,Friday,10,5,4
100885,May,Friday,11,5,4
100994,May,Friday,13,5,4
101473,May,Saturday,8,5,5
101545,May,Saturday,8,5,5
101715,May,Saturday,9,5,5
101740,May,Saturday,9,5,5
102169,May,Saturday,14,5,5
102264,May,Saturday,16,5,5
102312,May,Saturday,17,5,5
102324,May,Saturday,17,5,5
103167,May,Sunday,13,5,6
103204,May,Sunday,13,5,6
103379,May,Sunday,17,5,6
103436,May,Sunday,18,5,6
103792,May,Monday,8,5,0
103967,May,Monday,10,5,0
104091,May,Monday,11,5,0
104207,May,Monday,13,5,0
104496,May,Monday,17,5,0
104696,May,Tuesday,7,5,1
105027,May,Tuesday,9,5,1
105233,May,Tuesday,12,5,1
105345,May,Tuesday,14,5,1
105419,May,Tuesday,15,5,1
105440,May,Tuesday,15,5,1
105476,May,Tuesday,16,5,1
105563,May,Tuesday,17,5,1
105780,May,Wednesday,7,5,2
105803,May,Wednesday,7,5,2
105905,May,Wednesday,8,5,2
105983,May,Wednesday,9,5,2
106237,May,Wednesday,11,5,2
107395,May,Thursday,12,5,3
107498,May,Thursday,13,5,3
107528,May,Thursday,14,5,3
108513,May,Friday,13,5,4
108666,May,Friday,15,5,4
108910,May,Friday,19,5,4
108915,May,Friday,19,5,4
108993,May,Saturday,7,5,5
109399,May,Saturday,10,5,5
109573,May,Saturday,11,5,5
110030,May,Saturday,18,5,5
110042,May,Saturday,18,5,5
110541,May,Sunday,12,5,6
110693,May,Sunday,14,5,6
110741,May,Sunday,15,5,6
110983,May,Sunday,17,5,6
111083,May,Sunday,19,5,6
111309,May,Monday,10,5,0
111378,May,Monday,10,5,0
111553,May,Monday,13,5,0
111736,May,Monday,15,5,0
112005,May,Monday,19,5,0
112326,May,Tuesday,9,5,1
112382,May,Tuesday,9,5,1
112961,May,Tuesday,17,5,1
113011,May,Tuesday,19,5,1
113504,May,Wednesday,10,5,2
113508,May,Wednesday,10,5,2
113660,May,Wednesday,11,5,2
113739,May,Wednesday,13,5,2
113807,May,Wednesday,14,5,2
113859,May,Wednesday,16,5,2
114065,June,Thursday,7,6,3
114213,June,Thursday,10,6,3
114333,June,Thursday,11,6,3
115199,June,Friday,7,6,4
115338,June,Friday,10,6,4
115515,June,Friday,12,6,4
115901,June,Friday,15,6,4
116077,June,Friday,17,6,4
116437,June,Saturday,9,6,5
116467,June,Saturday,9,6,5
116493,June,Saturday,10,6,5
116553,June,Saturday,11,6,5
116711,June,Saturday,12,6,5
116825,June,Saturday,13,6,5
116876,June,Saturday,14,6,5
117194,June,Saturday,17,6,5
117212,June,Saturday,17,6,5
117243,June,Saturday,17,6,5
117758,June,Sunday,11,6,6
117850,June,Sunday,12,6,6
118229,June,Sunday,16,6,6
118327,June,Sunday,17,6,6
118974,June,Monday,12,6,0
119061,June,Monday,13,6,0
119081,June,Monday,13,6,0
119239,June,Monday,14,6,0
119293,June,Monday,15,6,0
119521,June,Monday,17,6,0
119704,June,Tuesday,7,6,1
119937,June,Tuesday,11,6,1
120225,June,Tuesday,14,6,1
121343,June,Wednesday,10,6,2
122257,June,Thursday,9,6,3
122335,June,Thursday,10,6,3
122379,June,Thursday,10,6,3
122412,June,Thursday,10,6,3
122441,June,Thursday,10,6,3
122741,June,Thursday,13,6,3
123169,June,Thursday,20,6,3
124405,June,Saturday,6,6,5
124448,June,Saturday,6,6,5
124802,June,Saturday,9,6,5
124947,June,Saturday,9,6,5
125140,June,Saturday,10,6,5
125338,June,Saturday,14,6,5
125397,June,Saturday,15,6,5
125486,June,Saturday,17,6,5
126053,June,Sunday,9,6,6
126223,June,Sunday,10,6,6
126749,June,Sunday,18,6,6
126912,June,Monday,7,6,0
127198,June,Monday,9,6,0
127301,June,Monday,9,6,0
127523,June,Monday,11,6,0
127539,June,Monday,12,6,0
127549,June,Monday,12,6,0
127657,June,Monday,14,6,0
127659,June,Monday,14,6,0
127798,June,Monday,16,6,0
127909,June,Monday,18,6,0
128285,June,Tuesday,8,6,1
128581,June,Tuesday,10,6,1
128596,June,Tuesday,10,6,1
128817,June,Tuesday,12,6,1
129061,June,Tuesday,16,6,1
129073,June,Tuesday,16,6,1
129293,June,Wednesday,7,6,2
129377,June,Wednesday,8,6,2
129567,June,Wednesday,9,6,2
129617,June,Wednesday,9,6,2
129869,June,Wednesday,10,6,2
129986,June,Wednesday,10,6,2
130040,June,Wednesday,10,6,2
130251,June,Wednesday,15,6,2
130366,June,Wednesday,18,6,2
131525,June,Thursday,16,6,3
132086,June,Friday,8,6,4
132217,June,Friday,9,6,4
132224,June,Friday,9,6,4
132924,June,Friday,17,6,4
133036,June,Saturday,6,6,5
133364,June,Saturday,8,6,5
133450,June,Saturday,9,6,5
133677,June,Saturday,10,6,5
133748,June,Saturday,11,6,5
133954,June,Saturday,15,6,5
134134,June,Sunday,6,6,6
134954,June,Sunday,11,6,6
135138,June,Sunday,14,6,6
135194,June,Sunday,15,6,6
135721,June,Monday,8,6,0
135812,June,Monday,8,6,0
136333,June,Monday,12,6,0
136367,June,Monday,12,6,0
136773,June,Tuesday,7,6,1
136857,June,Tuesday,7,6,1
136972,June,Tuesday,8,6,1
137341,June,Tuesday,10,6,1
137690,June,Tuesday,14,6,1
137964,June,Wednesday,7,6,2
137996,June,Wednesday,7,6,2
138119,June,Wednesday,8,6,2
138205,June,Wednesday,8,6,2
138225,June,Wednesday,9,6,2
138466,June,Wednesday,10,6,2
138560,June,Wednesday,10,6,2
138733,June,Wednesday,12,6,2
138836,June,Wednesday,14,6,2
138933,June,Wednesday,16,6,2
139568,June,Thursday,10,6,3
139722,June,Thursday,11,6,3
140689,June,Friday,9,6,4
141311,June,Friday,18,6,4
141324,June,Friday,18,6,4
141427,June,Saturday,6,6,5
141437,June,Saturday,6,6,5
141483,June,Saturday,6,6,5
141701,June,Saturday,8,6,5
141838,June,Saturday,9,6,5
142198,June,Saturday,13,6,5
142224,June,Saturday,14,6,5
142321,June,Saturday,15,6,5
142393,June,Saturday,16,6,5
142888,June,Sunday,8,6,6
142905,June,Sunday,8,6,6
143299,June,Sunday,12,6,6
143448,June,Sunday,14,6,6
143711,June,Sunday,18,6,6
143927,June,Monday,7,6,0
144131,June,Monday,8,6,0
144540,June,Monday,12,6,0
144640,June,Monday,14,6,0
145502,June,Tuesday,10,6,1
146529,June,Wednesday,10,6,2
146644,June,Wednesday,11,6,2
146665,June,Wednesday,11,6,2
146695,June,Wednesday,11,6,2
146699,June,Wednesday,12,6,2
147065,June,Wednesday,16,6,2
147221,June,Wednesday,17,6,2
147227,June,Wednesday,18,6,2
147377,June,Thursday,7,6,3
147548,June,Thursday,9,6,3
147561,June,Thursday,10,6,3
147846,June,Thursday,13,6,3
147915,June,Thursday,14,6,3
148115,June,Thursday,16,6,3
148168,June,Thursday,17,6,3
148672,June,Friday,8,6,4
149196,June,Friday,14,6,4
55042,April,Saturday,8,4,5
55144,April,Saturday,10,4,5
55476,April,Saturday,15,4,5
55574,April,Saturday,16,4,5
56152,April,Sunday,13,4,6
56275,April,Sunday,15,4,6
56318,April,Sunday,15,4,6
56342,April,Sunday,15,4,6
56386,April,Sunday,16,4,6
56483,April,Sunday,17,4,6
56748,April,Monday,9,4,0
56767,April,Monday,10,4,0
56811,April,Monday,11,4,0
56928,April,Monday,12,4,0
57023,April,Monday,13,4,0
57071,April,Monday,14,4,0
57078,April,Monday,14,4,0
57146,April,Monday,15,4,0
57274,April,Monday,17,4,0
57286,April,Monday,17,4,0
57706,April,Tuesday,12,4,1
58031,April,Tuesday,17,4,1
58550,April,Wednesday,13,4,2
58664,April,Wednesday,14,4,2
58680,April,Wednesday,14,4,2
58703,April,Wednesday,15,4,2
58879,April,Wednesday,17,4,2
59876,April,Friday,7,4,4
60228,April,Friday,10,4,4
60878,April,Saturday,9,4,5
60932,April,Saturday,9,4,5
60944,April,Saturday,10,4,5
60978,April,Saturday,10,4,5
61007,April,Saturday,10,4,5
61240,April,Saturday,13,4,5
62454,April,Monday,6,4,0
62508,April,Monday,7,4,0
62974,April,Monday,10,4,0
63125,April,Monday,14,4,0
63162,April,Monday,15,4,0
63628,April,Tuesday,9,4,1
63754,April,Tuesday,10,4,1
63882,April,Tuesday,11,4,1
63972,April,Tuesday,14,4,1
64313,April,Wednesday,7,4,2
64463,April,Wednesday,9,4,2
64619,April,Wednesday,10,4,2
64686,April,Wednesday,11,4,2
64708,April,Wednesday,12,4,2
64784,April,Wednesday,13,4,2
64796,April,Wednesday,14,4,2
64798,April,Wednesday,14,4,2
65005,April,Wednesday,18,4,2
65448,April,Thursday,10,4,3
65629,April,Thursday,12,4,3
65935,April,Friday,7,4,4
66319,April,Friday,10,4,4
66369,April,Friday,10,4,4
66396,April,Friday,10,4,4
66436,April,Friday,10,4,4
66471,April,Friday,12,4,4
66812,April,Saturday,7,4,5
67035,April,Saturday,8,4,5
67516,April,Saturday,16,4,5
67772,April,Sunday,7,4,6
67945,April,Sunday,8,4,6
67992,April,Sunday,9,4,6
68040,April,Sunday,9,4,6
68044,April,Sunday,9,4,6
68432,April,Sunday,15,4,6
68550,April,Sunday,17,4,6
68982,April,Monday,9,4,0
69092,April,Monday,10,4,0
69156,April,Monday,11,4,0
69191,April,Monday,12,4,0
70022,April,Tuesday,11,4,1
70127,April,Tuesday,14,4,1
70386,April,Wednesday,6,4,2
70591,April,Wednesday,8,4,2
70993,April,Wednesday,12,4,2
71256,April,Thursday,7,4,3
71262,April,Thursday,7,4,3
71305,April,Thursday,7,4,3
71387,April,Thursday,8,4,3
71660,April,Thursday,10,4,3
71822,April,Thursday,12,4,3
71889,April,Thursday,14,4,3
71910,April,Thursday,14,4,3
71960,April,Thursday,16,4,3
72202,April,Friday,8,4,4
72267,April,Friday,8,4,4
72453,April,Friday,10,4,4
72523,April,Friday,10,4,4
72709,April,Friday,14,4,4
73216,April,Saturday,10,4,5
73235,April,Saturday,10,4,5
73348,April,Saturday,11,4,5
74037,April,Sunday,9,4,6
74482,April,Sunday,18,4,6
74496,April,Sunday,18,4,6
74617,April,Monday,7,4,0
74715,April,Monday,8,4,0
74808,April,Monday,9,4,0
74875,April,Monday,9,4,0
74889,April,Monday,10,4,0
75132,April,Monday,13,4,0
75178,April,Monday,14,4,0
75269,April,Monday,16,4,0
75517,April,Tuesday,7,4,1
75625,April,Tuesday,8,4,1
75724,April,Tuesday,9,4,1
75943,April,Tuesday,12,4,1
76052,April,Tuesday,14,4,1
76218,April,Tuesday,17,4,1
76238,April,Tuesday,18,4,1
76393,April,Wednesday,7,4,2
76851,April,Wednesday,12,4,2
76940,April,Wednesday,14,4,2
77071,April,Wednesday,16,4,2
77246,April,Thursday,7,4,3
77585,April,Thursday,10,4,3
78422,April,Friday,11,4,4
78457,April,Friday,12,4,4
78721,April,Friday,16,4,4
78857,April,Friday,17,4,4
78862,April,Friday,18,4,4
78990,April,Saturday,8,4,5
79055,April,Saturday,9,4,5
79081,April,Saturday,10,4,5
79190,April,Saturday,12,4,5
79311,April,Saturday,14,4,5
79432,April,Saturday,16,4,5
79648,April,Sunday,6,4,6
79755,April,Sunday,8,4,6
79846,April,Sunday,8,4,6
80144,April,Sunday,12,4,6
80293,April,Sunday,16,4,6
33758,March,Wednesday,8,3,2
33826,March,Wednesday,9,3,2
33857,March,Wednesday,10,3,2
34107,March,Wednesday,15,3,2
34192,March,Wednesday,16,3,2
34587,March,Thursday,12,3,3
34806,March,Thursday,15,3,3
34847,March,Thursday,16,3,3
35087,March,Friday,7,3,4
35134,March,Friday,9,3,4
35155,March,Friday,9,3,4
35913,March,Saturday,11,3,5
36419,March,Sunday,7,3,6
36462,March,Sunday,8,3,6
36489,March,Sunday,9,3,6
36674,March,Sunday,13,3,6
36805,March,Sunday,15,3,6
37203,March,Monday,11,3,0
37288,March,Monday,12,3,0
37373,March,Monday,14,3,0
38588,March,Wednesday,9,3,2
38604,March,Wednesday,10,3,2
38630,March,Wednesday,10,3,2
38650,March,Wednesday,10,3,2
38659,March,Wednesday,10,3,2
39080,March,Wednesday,20,3,2
39809,March,Friday,6,3,4
39823,March,Friday,6,3,4
39869,March,Friday,7,3,4
40241,March,Friday,10,3,4
40363,March,Friday,14,3,4
40807,March,Saturday,9,3,5
41057,March,Saturday,14,3,5
41060,March,Saturday,14,3,5
41300,March,Sunday,7,3,6
41351,March,Sunday,7,3,6
41527,March,Sunday,9,3,6
41714,March,Sunday,13,3,6
41865,March,Sunday,18,3,6
42093,March,Monday,8,3,0
42362,March,Monday,11,3,0
42377,March,Monday,12,3,0
42419,March,Monday,13,3,0
42547,March,Monday,16,3,0
42710,March,Tuesday,8,3,1
42919,March,Tuesday,9,3,1
43006,March,Tuesday,10,3,1
43050,March,Tuesday,10,3,1
43096,March,Tuesday,10,3,1
43119,March,Tuesday,12,3,1
44153,March,Thursday,7,3,3
44287,March,Thursday,8,3,3
44321,March,Thursday,9,3,3
44649,March,Thursday,15,3,3
44746,March,Thursday,17,3,3
45223,March,Friday,10,3,4
45400,March,Friday,15,3,4
45408,March,Friday,16,3,4
45514,March,Saturday,6,3,5
45988,March,Saturday,11,3,5
46098,March,Saturday,14,3,5
46746,March,Sunday,12,3,6
46976,March,Monday,7,3,0
47779,March,Tuesday,8,3,1
47844,March,Tuesday,8,3,1
47859,March,Tuesday,9,3,1
47976,March,Tuesday,10,3,1
48135,March,Tuesday,12,3,1
48240,March,Tuesday,16,3,1
48628,March,Wednesday,10,3,2
48713,March,Wednesday,11,3,2
49013,March,Thursday,6,3,3
49235,March,Thursday,9,3,3
49509,March,Thursday,14,3,3
49660,March,Thursday,18,3,3
49749,March,Friday,6,3,4
49768,March,Friday,7,3,4
49982,March,Friday,10,3,4
50182,March,Friday,13,3,4
50199,March,Friday,14,3,4
50221,March,Friday,14,3,4
50574,March,Saturday,8,3,5
50821,March,Saturday,12,3,5
50907,March,Saturday,14,3,5
51036,March,Saturday,17,3,5
51179,March,Sunday,7,3,6
51310,March,Sunday,8,3,6
51587,March,Sunday,14,3,6
51803,March,Monday,7,3,0
52685,March,Tuesday,10,3,1
52782,March,Tuesday,12,3,1
52982,March,Tuesday,16,3,1
53097,March,Tuesday,17,3,1
53103,March,Tuesday,18,3,1
53191,March,Wednesday,7,3,2
53274,March,Wednesday,9,3,2
53290,March,Wednesday,9,3,2
53409,March,Wednesday,12,3,2
53421,March,Wednesday,12,3,2
53497,March,Wednesday,14,3,2
53798,March,Thursday,7,3,3
54169,March,Thursday,12,3,3
54297,March,Thursday,16,3,3
54498,March,Friday,8,3,4
54798,March,Friday,12,3,4
17,January,Sunday,7,1,6
65,January,Sunday,9,1,6
633,January,Monday,10,1,0
721,January,Monday,12,1,0
800,January,Monday,13,1,0
924,January,Monday,15,1,0
1387,January,Tuesday,14,1,1
1458,January,Tuesday,15,1,1
1566,January,Tuesday,17,1,1
2258,January,Thursday,9,1,3
2385,January,Thursday,12,1,3
2427,January,Thursday,13,1,3
2530,January,Thursday,15,1,3
2744,January,Friday,7,1,4
2861,January,Friday,11,1,4
3380,January,Saturday,8,1,5
3564,January,Saturday,10,1,5
3988,January,Sunday,9,1,6
4005,January,Sunday,9,1,6
4032,January,Sunday,10,1,6
4091,January,Sunday,10,1,6
4403,January,Sunday,20,1,6
4982,January,Tuesday,6,1,1
5012,January,Tuesday,7,1,1
5434,January,Tuesday,14,1,1
5442,January,Tuesday,14,1,1
5473,January,Tuesday,15,1,1
5654,January,Wednesday,7,1,2
6209,January,Thursday,7,1,3
6364,January,Thursday,10,1,3
6837,January,Friday,8,1,4
6965,January,Friday,10,1,4
7071,January,Friday,12,1,4
7348,January,Saturday,8,1,5
7587,January,Saturday,10,1,5
7750,January,Saturday,15,1,5
7811,January,Saturday,18,1,5
8032,January,Sunday,8,1,6
8425,January,Sunday,16,1,6
9358,January,Tuesday,9,1,1
9534,January,Tuesday,12,1,1
9610,January,Tuesday,15,1,1
9684,January,Wednesday,6,1,2
10175,January,Wednesday,15,1,2
10693,January,Thursday,12,1,3
10891,January,Friday,7,1,4
10977,January,Friday,8,1,4
11250,January,Friday,12,1,4
11337,January,Friday,16,1,4
11487,January,Saturday,7,1,5
11550,January,Saturday,8,1,5
11555,January,Saturday,8,1,5
11622,January,Saturday,9,1,5
11750,January,Saturday,10,1,5
11879,January,Saturday,12,1,5
12244,January,Sunday,10,1,6
12728,January,Monday,9,1,0
12967,January,Monday,14,1,0
13091,January,Monday,18,1,0
13097,January,Monday,18,1,0
13143,January,Tuesday,6,1,1
13167,January,Tuesday,6,1,1
13184,January,Tuesday,7,1,1
13274,January,Tuesday,8,1,1
13302,January,Tuesday,9,1,1
13352,January,Tuesday,9,1,1
13542,January,Tuesday,14,1,1
13924,January,Wednesday,9,1,2
14054,January,Wednesday,12,1,2
14255,January,Wednesday,17,1,2
14374,January,Thursday,7,1,3
14472,January,Thursday,8,1,3
14595,January,Thursday,10,1,3
14905,January,Friday,7,1,4
15577,January,Saturday,10,1,5
15630,January,Saturday,11,1,5
15642,January,Saturday,11,1,5
15654,January,Saturday,11,1,5
16035,January,Sunday,9,1,6
16043,January,Sunday,10,1,6
16138,January,Sunday,12,1,6
16217,January,Sunday,14,1,6
16610,January,Monday,10,1,0
16707,January,Monday,12,1,0
16754,January,Monday,14,1,0
17094,January,Tuesday,10,1,1
17245,January,Tuesday,14,1,1
17308,January,Tuesday,17,1,1
17643,February,Wednesday,15,2,2
17978,February,Thursday,10,2,3
18225,February,Thursday,15,2,3
18911,February,Friday,17,2,4
19246,February,Saturday,12,2,5
19639,February,Sunday,7,2,6
19863,February,Sunday,13,2,6
19934,February,Sunday,14,2,6
19949,February,Sunday,14,2,6
20078,February,Sunday,17,2,6
20164,February,Monday,7,2,0
20716,February,Tuesday,7,2,1
21422,February,Wednesday,10,2,2
21460,February,Wednesday,10,2,2
21478,February,Wednesday,10,2,2
22412,February,Friday,6,2,4
22452,February,Friday,7,2,4
22596,February,Friday,9,2,4
22876,February,Friday,14,2,4
23325,February,Saturday,10,2,5
23684,February,Sunday,7,2,6
23833,February,Sunday,9,2,6
23911,February,Sunday,10,2,6
24012,February,Sunday,13,2,6
24155,February,Sunday,18,2,6
24217,February,Monday,7,2,0
24343,February,Monday,8,2,0
24576,February,Monday,11,2,0
24702,February,Monday,16,2,0
24966,February,Tuesday,9,2,1
25029,February,Tuesday,9,2,1
25103,February,Tuesday,10,2,1
25143,February,Tuesday,10,2,1
25269,February,Tuesday,15,2,1
25898,February,Wednesday,15,2,2
26079,February,Thursday,7,2,3
26788,February,Friday,8,2,4
27088,February,Friday,16,2,4
27800,February,Sunday,6,2,6
28249,February,Sunday,12,2,6
28474,February,Monday,7,2,0
28576,February,Monday,8,2,0
28924,February,Monday,14,2,0
28945,February,Monday,14,2,0
28978,February,Monday,16,2,0
29104,February,Tuesday,7,2,1
29153,February,Tuesday,8,2,1
29321,February,Tuesday,10,2,1
29463,February,Tuesday,12,2,1
30222,February,Thursday,6,2,3
30784,February,Friday,6,2,4
30817,February,Friday,6,2,4
30829,February,Friday,7,2,4
31182,February,Friday,13,2,4
31201,February,Friday,14,2,4
31580,February,Saturday,9,2,5
32103,February,Sunday,8,2,6
32454,February,Sunday,16,2,6
33336,February,Tuesday,10,2,1
33390,February,Tuesday,11,2,1
33571,February,Tuesday,16,2,1
33658,February,Tuesday,17,2,1
80586,May,Monday,10,5,0
80699,May,Monday,11,5,0
81478,May,Tuesday,7,5,1
81767,May,Tuesday,12,5,1
81893,May,Tuesday,13,5,1
82103,May,Tuesday,15,5,1
82133,May,Tuesday,15,5,1
82288,May,Tuesday,17,5,1
82533,May,Wednesday,7,5,2
82627,May,Wednesday,9,5,2
82650,May,Wednesday,9,5,2
82726,May,Wednesday,11,5,2
83020,May,Wednesday,14,5,2
83033,May,Wednesday,14,5,2
83328,May,Wednesday,17,5,2
83354,May,Wednesday,17,5,2
83810,May,Thursday,11,5,3
83900,May,Thursday,12,5,3
84358,May,Thursday,17,5,3
84633,May,Friday,7,5,4
84730,May,Friday,9,5,4
84979,May,Friday,12,5,4
85047,May,Friday,13,5,4
85059,May,Friday,13,5,4
85188,May,Friday,14,5,4
85213,May,Friday,14,5,4
85482,May,Friday,17,5,4
85669,May,Saturday,7,5,5
85866,May,Saturday,11,5,5
85981,May,Saturday,12,5,5
86125,May,Saturday,14,5,5
86780,May,Sunday,7,5,6
86893,May,Sunday,8,5,6
87199,May,Sunday,10,5,6
88066,May,Monday,9,5,0
88147,May,Monday,10,5,0
88151,May,Monday,10,5,0
88223,May,Monday,10,5,0
88246,May,Monday,10,5,0
88511,May,Monday,13,5,0
88899,May,Monday,20,5,0
90042,May,Wednesday,6,5,2
90117,May,Wednesday,7,5,2
90513,May,Wednesday,9,5,2
90901,May,Wednesday,14,5,2
90913,May,Wednesday,14,5,2
90954,May,Wednesday,15,5,2
91037,May,Wednesday,17,5,2
91349,May,Thursday,7,5,3
91699,May,Thursday,10,5,3
91977,May,Thursday,14,5,3
92167,May,Thursday,18,5,3
92311,May,Friday,7,5,4
92697,May,Friday,10,5,4
92872,May,Friday,11,5,4
92890,May,Friday,12,5,4
92981,May,Friday,13,5,4
93116,May,Friday,16,5,4
93204,May,Friday,18,5,4
93294,May,Saturday,7,5,5
93539,May,Saturday,8,5,5
93799,May,Saturday,10,5,5
94068,May,Saturday,13,5,5
94443,May,Sunday,7,5,6
94521,May,Sunday,8,5,6
94679,May,Sunday,9,5,6
94831,May,Sunday,9,5,6
95114,May,Sunday,10,5,6
95320,May,Sunday,15,5,6
95419,May,Sunday,18,5,6
95564,May,Monday,7,5,0
95833,May,Monday,8,5,0
96460,May,Monday,15,5,0
96492,May,Monday,16,5,0
96793,May,Tuesday,7,5,1
97061,May,Tuesday,9,5,1
97120,May,Tuesday,9,5,1
97606,May,Tuesday,15,5,1
97766,May,Tuesday,17,5,1
98191,May,Wednesday,8,5,2
98274,May,Wednesday,9,5,2
98350,May,Wednesday,9,5,2
98462,May,Wednesday,10,5,2
98536,May,Wednesday,11,5,2
98584,May,Wednesday,12,5,2
99640,May,Thursday,11,5,3
99808,May,Thursday,14,5,3
100143,May,Friday,6,5,4
100356,May,Friday,8,5,4
101303,May,Saturday,7,5,5
101379,May,Saturday,7,5,5
101507,May,Saturday,8,5,5
101867,May,Saturday,10,5,5
102064,May,Saturday,12,5,5
102147,May,Saturday,14,5,5
102180,May,Saturday,14,5,5
102242,May,Saturday,16,5,5
102454,May,Sunday,7,5,6
102483,May,Sunday,7,5,6
102591,May,Sunday,8,5,6
102670,May,Sunday,8,5,6
102910,May,Sunday,10,5,6
103143,May,Sunday,12,5,6
103238,May,Sunday,14,5,6
103285,May,Sunday,15,5,6
103323,May,Sunday,16,5,6
103931,May,Monday,10,5,0
103950,May,Monday,10,5,0
104110,May,Monday,11,5,0
104617,May,Tuesday,6,5,1
105038,May,Tuesday,9,5,1
105397,May,Tuesday,14,5,1
105593,May,Tuesday,18,5,1
105695,May,Wednesday,6,5,2
105761,May,Wednesday,7,5,2
105933,May,Wednesday,8,5,2
106058,May,Wednesday,9,5,2
106400,May,Wednesday,13,5,2
106430,May,Wednesday,14,5,2
107008,May,Thursday,8,5,3
107143,May,Thursday,9,5,3
107402,May,Thursday,12,5,3
107731,May,Thursday,17,5,3
107949,May,Friday,7,5,4
108366,May,Friday,10,5,4
108582,May,Friday,14,5,4
108955,May,Saturday,7,5,5
110234,May,Sunday,8,5,6
110340,May,Sunday,10,5,6
110435,May,Sunday,11,5,6
110480,May,Sunday,11,5,6
110485,May,Sunday,12,5,6
110808,May,Sunday,16,5,6
111005,May,Sunday,18,5,6
111140,May,Monday,7,5,0
111175,May,Monday,8,5,0
111272,May,Monday,9,5,0
111297,May,Monday,9,5,0
111307,May,Monday,10,5,0
111477,May,Monday,12,5,0
111560,May,Monday,13,5,0
111615,May,Monday,14,5,0
112033,May,Tuesday,6,5,1
112091,May,Tuesday,7,5,1
112244,May,Tuesday,8,5,1
112322,May,Tuesday,9,5,1
112348,May,Tuesday,9,5,1
112505,May,Tuesday,10,5,1
